"","date","experiment","round","assay","condition","dose","control","plate","row","col","strain","trait","phenotype"
"502","20141028","dose",9,NA,"amsacrine","50","DMSO",3,"G","9","JU258","median.EXT",539.5
"503","20140310","dose",6,NA,"cisplatin","250","water",3,"G","9","JU258","median.norm.EXT",2.3539603960396
"504","20141028","dose",9,NA,"amsacrine","50","DMSO",3,"G","9","JU258","median.norm.EXT",1.98137118054228
"505","20140310","dose",6,NA,"cisplatin","250","water",3,"G","9","JU258","median.TOF",243
"506","20141028","dose",9,NA,"amsacrine","50","DMSO",3,"G","9","JU258","median.TOF",277
"507","20140310","dose",6,NA,"cisplatin","250","water",3,"G","9","JU258","norm.n",91
"508","20141028","dose",9,NA,"amsacrine","50","DMSO",3,"G","9","JU258","norm.n",122
"509","20141028","dose",9,NA,"amsacrine","100","DMSO",3,"G","10","JU258","median.EXT",448
"510","20141028","dose",9,NA,"amsacrine","100","DMSO",3,"G","10","JU258","median.norm.EXT",2.03448275862069
"511","20141028","dose",9,NA,"amsacrine","100","DMSO",3,"G","10","JU258","median.TOF",214
"512","20141028","dose",9,NA,"amsacrine","100","DMSO",3,"G","10","JU258","norm.n",55.6666666666667
"513","20140310","dose",6,NA,"cisplatin","1000","water",3,"G","11","JU258","median.EXT",128.5
"514","20141028","dose",9,NA,"amsacrine","200","DMSO",3,"G","11","JU258","median.EXT",394
"515","20140310","dose",6,NA,"cisplatin","1000","water",3,"G","11","JU258","median.norm.EXT",1.43432624113475
"516","20141028","dose",9,NA,"amsacrine","200","DMSO",3,"G","11","JU258","median.norm.EXT",2.10309278350515
"517","20140310","dose",6,NA,"cisplatin","1000","water",3,"G","11","JU258","median.TOF",105
"518","20141028","dose",9,NA,"amsacrine","200","DMSO",3,"G","11","JU258","median.TOF",188
"519","20140310","dose",6,NA,"cisplatin","1000","water",3,"G","11","JU258","norm.n",14
"520","20141028","dose",9,NA,"amsacrine","200","DMSO",3,"G","11","JU258","norm.n",39.6666666666667
"521","20140310","dose",6,NA,"cisplatin","0","water",3,"H","1","N2","median.EXT",610
"522","20141028","dose",9,NA,"amsacrine","0","DMSO",3,"H","1","N2","median.EXT",558
"523","20140310","dose",6,NA,"cisplatin","0","water",3,"H","1","N2","median.norm.EXT",2.33012820512821
"524","20141028","dose",9,NA,"amsacrine","0","DMSO",3,"H","1","N2","median.norm.EXT",1.93983176259833
"525","20140310","dose",6,NA,"cisplatin","0","water",3,"H","1","N2","median.TOF",236
"526","20141028","dose",9,NA,"amsacrine","0","DMSO",3,"H","1","N2","median.TOF",297.5
"527","20140310","dose",6,NA,"cisplatin","0","water",3,"H","1","N2","norm.n",185.666666666667
"528","20141028","dose",9,NA,"amsacrine","0","DMSO",3,"H","1","N2","norm.n",124
"529","20140310","dose",6,NA,"cisplatin","125","water",3,"H","2","N2","median.EXT",672
"530","20141028","dose",9,NA,"amsacrine","25","DMSO",3,"H","2","N2","median.EXT",587
"531","20140310","dose",6,NA,"cisplatin","125","water",3,"H","2","N2","median.norm.EXT",2.37537537537538
"532","20141028","dose",9,NA,"amsacrine","25","DMSO",3,"H","2","N2","median.norm.EXT",2.08405797101449
"533","20140310","dose",6,NA,"cisplatin","125","water",3,"H","2","N2","median.TOF",275
"534","20141028","dose",9,NA,"amsacrine","25","DMSO",3,"H","2","N2","median.TOF",288
"535","20140310","dose",6,NA,"cisplatin","125","water",3,"H","2","N2","norm.n",149
"536","20141028","dose",9,NA,"amsacrine","25","DMSO",3,"H","2","N2","norm.n",99.6666666666667
"537","20140310","dose",6,NA,"cisplatin","250","water",3,"H","3","N2","median.EXT",641.5
"538","20141028","dose",9,NA,"amsacrine","50","DMSO",3,"H","3","N2","median.EXT",403
"539","20140310","dose",6,NA,"cisplatin","250","water",3,"H","3","N2","median.norm.EXT",2.36820405310971
"540","20141028","dose",9,NA,"amsacrine","50","DMSO",3,"H","3","N2","median.norm.EXT",1.7523610169325
"541","20140310","dose",6,NA,"cisplatin","250","water",3,"H","3","N2","median.TOF",272
"542","20141028","dose",9,NA,"amsacrine","50","DMSO",3,"H","3","N2","median.TOF",242
"543","20140310","dose",6,NA,"cisplatin","250","water",3,"H","3","N2","norm.n",154
"544","20141028","dose",9,NA,"amsacrine","50","DMSO",3,"H","3","N2","norm.n",94.6666666666667
"545","20140310","dose",6,NA,"cisplatin","500","water",3,"H","4","N2","median.EXT",368.5
"546","20141028","dose",9,NA,"amsacrine","100","DMSO",3,"H","4","N2","median.EXT",316
"547","20140310","dose",6,NA,"cisplatin","500","water",3,"H","4","N2","median.norm.EXT",1.82930547713156
"548","20141028","dose",9,NA,"amsacrine","100","DMSO",3,"H","4","N2","median.norm.EXT",1.63040984798307
"549","20140310","dose",6,NA,"cisplatin","500","water",3,"H","4","N2","median.TOF",208
"550","20141028","dose",9,NA,"amsacrine","100","DMSO",3,"H","4","N2","median.TOF",189.5
"551","20140310","dose",6,NA,"cisplatin","500","water",3,"H","4","N2","norm.n",69.3333333333333
"552","20141028","dose",9,NA,"amsacrine","100","DMSO",3,"H","4","N2","norm.n",48.6666666666667
"553","20140310","dose",6,NA,"cisplatin","1000","water",3,"H","5","N2","median.EXT",267
"554","20141028","dose",9,NA,"amsacrine","200","DMSO",3,"H","5","N2","median.EXT",210
"555","20140310","dose",6,NA,"cisplatin","1000","water",3,"H","5","N2","median.norm.EXT",2.20408163265306
"556","20141028","dose",9,NA,"amsacrine","200","DMSO",3,"H","5","N2","median.norm.EXT",1.48453483689086
"557","20140310","dose",6,NA,"cisplatin","1000","water",3,"H","5","N2","median.TOF",131
"558","20141028","dose",9,NA,"amsacrine","200","DMSO",3,"H","5","N2","median.TOF",135
"559","20140310","dose",6,NA,"cisplatin","1000","water",3,"H","5","N2","norm.n",15
"560","20141028","dose",9,NA,"amsacrine","200","DMSO",3,"H","5","N2","norm.n",31.3333333333333
"561","20140310","dose",6,NA,"cisplatin","0","water",3,"H","7","DL238","median.EXT",180
"562","20141028","dose",9,NA,"amsacrine","0","DMSO",3,"H","7","DL238","median.EXT",598
"563","20140310","dose",6,NA,"cisplatin","0","water",3,"H","7","DL238","median.norm.EXT",1.61728395061728
"564","20141028","dose",9,NA,"amsacrine","0","DMSO",3,"H","7","DL238","median.norm.EXT",1.996699669967
"565","20140310","dose",6,NA,"cisplatin","0","water",3,"H","7","DL238","median.TOF",132
"566","20141028","dose",9,NA,"amsacrine","0","DMSO",3,"H","7","DL238","median.TOF",302
"567","20140310","dose",6,NA,"cisplatin","0","water",3,"H","7","DL238","norm.n",212.333333333333
"568","20141028","dose",9,NA,"amsacrine","0","DMSO",3,"H","7","DL238","norm.n",109.666666666667
"569","20140310","dose",6,NA,"cisplatin","125","water",3,"H","8","DL238","median.EXT",627.5
"570","20141028","dose",9,NA,"amsacrine","25","DMSO",3,"H","8","DL238","median.EXT",543.5
"571","20140310","dose",6,NA,"cisplatin","125","water",3,"H","8","DL238","median.norm.EXT",2.19725321282305
"572","20141028","dose",9,NA,"amsacrine","25","DMSO",3,"H","8","DL238","median.norm.EXT",1.94396363079347
"573","20140310","dose",6,NA,"cisplatin","125","water",3,"H","8","DL238","median.TOF",245
"574","20141028","dose",9,NA,"amsacrine","25","DMSO",3,"H","8","DL238","median.TOF",283
"575","20140310","dose",6,NA,"cisplatin","125","water",3,"H","8","DL238","norm.n",142.666666666667
"576","20141028","dose",9,NA,"amsacrine","25","DMSO",3,"H","8","DL238","norm.n",120.666666666667
"577","20140310","dose",6,NA,"cisplatin","250","water",3,"H","9","DL238","median.EXT",594
"578","20141028","dose",9,NA,"amsacrine","50","DMSO",3,"H","9","DL238","median.EXT",534.5
"579","20140310","dose",6,NA,"cisplatin","250","water",3,"H","9","DL238","median.norm.EXT",2.24264884016716
"580","20141028","dose",9,NA,"amsacrine","50","DMSO",3,"H","9","DL238","median.norm.EXT",1.99576586290877
"581","20140310","dose",6,NA,"cisplatin","250","water",3,"H","9","DL238","median.TOF",235
"582","20141028","dose",9,NA,"amsacrine","50","DMSO",3,"H","9","DL238","median.TOF",274.5
"583","20140310","dose",6,NA,"cisplatin","250","water",3,"H","9","DL238","norm.n",154
"584","20141028","dose",9,NA,"amsacrine","50","DMSO",3,"H","9","DL238","norm.n",106
"585","20140310","dose",6,NA,"cisplatin","500","water",3,"H","10","DL238","median.EXT",449
"586","20141028","dose",9,NA,"amsacrine","100","DMSO",3,"H","10","DL238","median.EXT",432
"587","20140310","dose",6,NA,"cisplatin","500","water",3,"H","10","DL238","median.norm.EXT",2.02532647666902
"588","20141028","dose",9,NA,"amsacrine","100","DMSO",3,"H","10","DL238","median.norm.EXT",1.88998926724558
"589","20140310","dose",6,NA,"cisplatin","500","water",3,"H","10","DL238","median.TOF",203
"590","20141028","dose",9,NA,"amsacrine","100","DMSO",3,"H","10","DL238","median.TOF",222.5
"591","20140310","dose",6,NA,"cisplatin","500","water",3,"H","10","DL238","norm.n",75.3333333333333
"592","20141028","dose",9,NA,"amsacrine","100","DMSO",3,"H","10","DL238","norm.n",92
"593","20140310","dose",6,NA,"cisplatin","1000","water",3,"H","11","DL238","median.EXT",229
"594","20141028","dose",9,NA,"amsacrine","200","DMSO",3,"H","11","DL238","median.EXT",477.5
"595","20140310","dose",6,NA,"cisplatin","1000","water",3,"H","11","DL238","median.norm.EXT",2.0875
"596","20141028","dose",9,NA,"amsacrine","200","DMSO",3,"H","11","DL238","median.norm.EXT",2.01005147702039
"597","20140310","dose",6,NA,"cisplatin","1000","water",3,"H","11","DL238","median.TOF",99
"598","20141028","dose",9,NA,"amsacrine","200","DMSO",3,"H","11","DL238","median.TOF",240
"599","20140310","dose",6,NA,"cisplatin","1000","water",3,"H","11","DL238","norm.n",17.6666666666667
"600","20141028","dose",9,NA,"amsacrine","200","DMSO",3,"H","11","DL238","norm.n",60.6666666666667
"601","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"A","1","N2","median.EXT",571
"602","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"A","1","N2","median.norm.EXT",2.1241610738255
"603","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"A","1","N2","median.TOF",277
"604","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"A","1","N2","norm.n",163.666666666667
"605","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"A","2","N2","median.EXT",496
"606","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"A","2","N2","median.norm.EXT",2.10738255033557
"607","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"A","2","N2","median.TOF",258
"608","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"A","2","N2","norm.n",113
"609","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"A","3","N2","median.EXT",404
"610","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"A","3","N2","median.norm.EXT",1.73171384106604
"611","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"A","3","N2","median.TOF",214
"612","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"A","3","N2","norm.n",85
"613","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"A","4","N2","median.EXT",437.5
"614","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"A","4","N2","median.norm.EXT",1.91633276470822
"615","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"A","4","N2","median.TOF",237.5
"616","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"A","4","N2","norm.n",36.6666666666667
"617","20141028","dose",9,NA,"bortezomib","4","DMSO",4,"A","5","N2","median.EXT",335
"618","20141028","dose",9,NA,"bortezomib","4","DMSO",4,"A","5","N2","median.norm.EXT",1.91379310344828
"619","20141028","dose",9,NA,"bortezomib","4","DMSO",4,"A","5","N2","median.TOF",174
"620","20141028","dose",9,NA,"bortezomib","4","DMSO",4,"A","5","N2","norm.n",18.3333333333333
"621","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"A","7","CB4856","median.EXT",510
"622","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"A","7","CB4856","median.norm.EXT",1.92384105960265
"623","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"A","7","CB4856","median.TOF",273
"624","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"A","7","CB4856","norm.n",156.333333333333
"625","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"A","8","CB4856","median.EXT",409.5
"626","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"A","8","CB4856","median.norm.EXT",1.73142993750213
"627","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"A","8","CB4856","median.TOF",236
"628","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"A","8","CB4856","norm.n",121.333333333333
"629","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"A","9","CB4856","median.EXT",404
"630","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"A","9","CB4856","median.norm.EXT",1.7816091954023
"631","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"A","9","CB4856","median.TOF",220
"632","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"A","9","CB4856","norm.n",91.6666666666667
"633","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"A","10","CB4856","median.EXT",409
"634","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"A","10","CB4856","median.norm.EXT",1.80864216190073
"635","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"A","10","CB4856","median.TOF",212.5
"636","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"A","10","CB4856","norm.n",41.3333333333333
"637","20141028","dose",9,NA,"bortezomib","4","DMSO",4,"A","11","CB4856","median.EXT",276
"638","20141028","dose",9,NA,"bortezomib","4","DMSO",4,"A","11","CB4856","median.norm.EXT",1.82817869415808
"639","20141028","dose",9,NA,"bortezomib","4","DMSO",4,"A","11","CB4856","median.TOF",139
"640","20141028","dose",9,NA,"bortezomib","4","DMSO",4,"A","11","CB4856","norm.n",35.6666666666667
"641","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"B","1","DL238","median.EXT",484
"642","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"B","1","DL238","median.norm.EXT",1.78595317725753
"643","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"B","1","DL238","median.TOF",248
"644","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"B","1","DL238","norm.n",179
"645","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"B","2","DL238","median.EXT",537
"646","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"B","2","DL238","median.norm.EXT",1.97857142857143
"647","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"B","2","DL238","median.TOF",279
"648","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"B","2","DL238","norm.n",115.666666666667
"649","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"B","3","DL238","median.EXT",514
"650","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"B","3","DL238","median.norm.EXT",2.11358574610245
"651","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"B","3","DL238","median.TOF",276
"652","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"B","3","DL238","norm.n",65.6666666666667
"653","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"B","4","DL238","median.EXT",467
"654","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"B","4","DL238","median.norm.EXT",1.93014705882353
"655","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"B","4","DL238","median.TOF",246
"656","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"B","4","DL238","norm.n",47
"657","20141028","dose",9,NA,"bortezomib","4","DMSO",4,"B","5","DL238","median.EXT",473
"658","20141028","dose",9,NA,"bortezomib","4","DMSO",4,"B","5","DL238","median.norm.EXT",2.03191489361702
"659","20141028","dose",9,NA,"bortezomib","4","DMSO",4,"B","5","DL238","median.TOF",220
"660","20141028","dose",9,NA,"bortezomib","4","DMSO",4,"B","5","DL238","norm.n",15.6666666666667
"661","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"B","7","JU258","median.EXT",734
"662","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"B","7","JU258","median.norm.EXT",2.7
"663","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"B","7","JU258","median.TOF",296
"664","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"B","7","JU258","norm.n",105
"665","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"B","8","JU258","median.EXT",763
"666","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"B","8","JU258","median.norm.EXT",2.96049733587243
"667","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"B","8","JU258","median.TOF",224
"668","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"B","8","JU258","norm.n",36.6666666666667
"669","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"B","9","JU258","median.EXT",275
"670","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"B","9","JU258","median.norm.EXT",2.64220183486239
"671","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"B","9","JU258","median.TOF",98
"672","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"B","9","JU258","norm.n",10.3333333333333
"673","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"B","10","JU258","median.EXT",342
"674","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"B","10","JU258","median.norm.EXT",2.67857142857143
"675","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"B","10","JU258","median.TOF",112
"676","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"B","10","JU258","norm.n",6.33333333333333
"677","20141028","dose",9,NA,"bortezomib","4","DMSO",4,"B","11","JU258","median.EXT",204
"678","20141028","dose",9,NA,"bortezomib","4","DMSO",4,"B","11","JU258","median.norm.EXT",2.32
"679","20141028","dose",9,NA,"bortezomib","4","DMSO",4,"B","11","JU258","median.TOF",79
"680","20141028","dose",9,NA,"bortezomib","4","DMSO",4,"B","11","JU258","norm.n",12.3333333333333
"681","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"C","1","DL238","median.EXT",516
"682","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"C","1","DL238","median.norm.EXT",1.96428571428571
"683","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"C","1","DL238","median.TOF",262
"684","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"C","1","DL238","norm.n",151.666666666667
"685","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"C","2","DL238","median.EXT",523.5
"686","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"C","2","DL238","median.norm.EXT",1.97689506785833
"687","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"C","2","DL238","median.TOF",270
"688","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"C","2","DL238","norm.n",111.333333333333
"689","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"C","3","DL238","median.EXT",462
"690","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"C","3","DL238","median.norm.EXT",2.0031847133758
"691","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"C","3","DL238","median.TOF",230
"692","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"C","3","DL238","norm.n",52.3333333333333
"693","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"C","4","DL238","median.EXT",473.5
"694","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"C","4","DL238","median.norm.EXT",2.01466094880729
"695","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"C","4","DL238","median.TOF",247
"696","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"C","4","DL238","norm.n",57.3333333333333
"697","20141028","dose",9,NA,"bortezomib","4","DMSO",4,"C","5","DL238","median.EXT",384.5
"698","20141028","dose",9,NA,"bortezomib","4","DMSO",4,"C","5","DL238","median.norm.EXT",1.75412608225108
"699","20141028","dose",9,NA,"bortezomib","4","DMSO",4,"C","5","DL238","median.TOF",212
"700","20141028","dose",9,NA,"bortezomib","4","DMSO",4,"C","5","DL238","norm.n",73.3333333333333
"701","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"C","7","N2","median.EXT",556.5
"702","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"C","7","N2","median.norm.EXT",2.36885563935301
"703","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"C","7","N2","median.TOF",272
"704","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"C","7","N2","norm.n",133.333333333333
"705","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"C","8","N2","median.EXT",535
"706","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"C","8","N2","median.norm.EXT",2.26415094339623
"707","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"C","8","N2","median.TOF",255
"708","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"C","8","N2","norm.n",65
"709","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"C","9","N2","median.EXT",441
"710","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"C","9","N2","median.norm.EXT",2.01219512195122
"711","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"C","9","N2","median.TOF",234
"712","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"C","9","N2","norm.n",54.3333333333333
"713","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"C","10","N2","median.EXT",438.5
"714","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"C","10","N2","median.norm.EXT",1.98348577235772
"715","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"C","10","N2","median.TOF",217
"716","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"C","10","N2","norm.n",39.3333333333333
"717","20141028","dose",9,NA,"bortezomib","4","DMSO",4,"C","11","N2","median.EXT",228.5
"718","20141028","dose",9,NA,"bortezomib","4","DMSO",4,"C","11","N2","median.norm.EXT",2.11907051282051
"719","20141028","dose",9,NA,"bortezomib","4","DMSO",4,"C","11","N2","median.TOF",107.5
"720","20141028","dose",9,NA,"bortezomib","4","DMSO",4,"C","11","N2","norm.n",10
"721","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"D","1","JU258","median.EXT",692
"722","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"D","1","JU258","median.norm.EXT",2.5729738027016
"723","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"D","1","JU258","median.TOF",293.5
"724","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"D","1","JU258","norm.n",111.333333333333
"725","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"D","2","JU258","median.EXT",815
"726","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"D","2","JU258","median.norm.EXT",2.91787439613527
"727","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"D","2","JU258","median.TOF",268
"728","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"D","2","JU258","norm.n",49.6666666666667
"729","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"D","3","JU258","median.EXT",202
"730","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"D","3","JU258","median.norm.EXT",2.25984251968504
"731","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"D","3","JU258","median.TOF",102
"732","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"D","3","JU258","norm.n",9.66666666666667
"733","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"D","4","JU258","median.EXT",277
"734","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"D","4","JU258","median.norm.EXT",2.52777777777778
"735","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"D","4","JU258","median.TOF",85
"736","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"D","4","JU258","norm.n",3.66666666666667
"737","20141028","dose",9,NA,"bortezomib","4","DMSO",4,"D","5","JU258","median.EXT",266
"738","20141028","dose",9,NA,"bortezomib","4","DMSO",4,"D","5","JU258","median.norm.EXT",3.13684210526316
"739","20141028","dose",9,NA,"bortezomib","4","DMSO",4,"D","5","JU258","median.TOF",88
"740","20141028","dose",9,NA,"bortezomib","4","DMSO",4,"D","5","JU258","norm.n",7
"741","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"D","7","CB4856","median.EXT",511
"742","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"D","7","CB4856","median.norm.EXT",1.90554885230831
"743","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"D","7","CB4856","median.TOF",266
"744","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"D","7","CB4856","norm.n",152
"745","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"D","8","CB4856","median.EXT",404.5
"746","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"D","8","CB4856","median.norm.EXT",1.78935772964899
"747","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"D","8","CB4856","median.TOF",236
"748","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"D","8","CB4856","norm.n",132.666666666667
"749","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"D","9","CB4856","median.EXT",440.5
"750","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"D","9","CB4856","median.norm.EXT",1.80915061949545
"751","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"D","9","CB4856","median.TOF",245
"752","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"D","9","CB4856","norm.n",110.666666666667
"753","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"D","10","CB4856","median.EXT",355
"754","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"D","10","CB4856","median.norm.EXT",1.76838731443995
"755","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"D","10","CB4856","median.TOF",184.5
"756","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"D","10","CB4856","norm.n",72.6666666666667
"757","20141028","dose",9,NA,"bortezomib","4","DMSO",4,"D","11","CB4856","median.EXT",323
"758","20141028","dose",9,NA,"bortezomib","4","DMSO",4,"D","11","CB4856","median.norm.EXT",2.03926096997691
"759","20141028","dose",9,NA,"bortezomib","4","DMSO",4,"D","11","CB4856","median.TOF",152
"760","20141028","dose",9,NA,"bortezomib","4","DMSO",4,"D","11","CB4856","norm.n",31.6666666666667
"761","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"E","1","JU258","median.EXT",670
"762","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"E","1","JU258","median.norm.EXT",2.47865168539326
"763","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"E","1","JU258","median.TOF",282
"764","20141028","dose",9,NA,"bortezomib","0","DMSO",4,"E","1","JU258","norm.n",94.3333333333333
"765","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"E","2","JU258","median.EXT",416
"766","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"E","2","JU258","median.norm.EXT",2.06451612903226
"767","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"E","2","JU258","median.TOF",199
"768","20141028","dose",9,NA,"bortezomib","1","DMSO",4,"E","2","JU258","norm.n",15.6666666666667
"769","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"E","3","JU258","median.EXT",221
"770","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"E","3","JU258","median.norm.EXT",2.58730158730159
"771","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"E","3","JU258","median.TOF",86
"772","20141028","dose",9,NA,"bortezomib","2","DMSO",4,"E","3","JU258","norm.n",7
"773","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"E","4","JU258","median.EXT",386
"774","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"E","4","JU258","median.norm.EXT",3.12345679012346
"775","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"E","4","JU258","median.TOF",128
"776","20141028","dose",9,NA,"bortezomib","3","DMSO",4,"E","4","JU258","norm.n",3
"777","20141028","dose",9,NA,"bortezomib","4","DMSO",4,"E","5","JU258","median.EXT",285
