"","date","experiment","round","assay","plate","row","col","strain","condition","drug","dose","control","trait","phenotype","selected"
"1130","20191024","scbdose",1,"a",1,"B","11","ECA1114","cisplatin","cisplatin_4",500,"kmedia","median.EXT",-522.06875,FALSE
"1131","20191024","scbdose",1,"a",1,"B","2","ECA232","cisplatin","cisplatin_1",75,"kmedia","median.EXT",296.93125,FALSE
"1132","20191024","scbdose",1,"a",1,"B","3","ECA232","cisplatin","cisplatin_2",125,"kmedia","median.EXT",48.43125,TRUE
"1133","20191024","scbdose",1,"a",1,"B","4","ECA232","cisplatin","cisplatin_3",250,"kmedia","median.EXT",-360.06875,FALSE
"1134","20191024","scbdose",1,"a",1,"B","5","ECA232","cisplatin","cisplatin_4",500,"kmedia","median.EXT",-521.06875,FALSE
"1135","20191024","scbdose",1,"a",1,"B","7","ECA1114","cisplatin","cisplatin_0",0,"kmedia","median.EXT",529.93125,TRUE
"1136","20191024","scbdose",1,"a",1,"B","8","ECA1114","cisplatin","cisplatin_1",75,"kmedia","median.EXT",229.93125,FALSE
"1137","20191024","scbdose",1,"a",1,"B","9","ECA1114","cisplatin","cisplatin_2",125,"kmedia","median.EXT",-59.06875,TRUE
"1138","20191024","scbdose",1,"a",1,"C","1","ECA232","cisplatin","cisplatin_0",0,"kmedia","median.EXT",564.93125,TRUE
"1139","20191024","scbdose",1,"a",1,"C","10","N2","cisplatin","cisplatin_3",250,"kmedia","median.EXT",-369.06875,FALSE
"1140","20191024","scbdose",1,"a",1,"C","11","N2","cisplatin","cisplatin_4",500,"kmedia","median.EXT",-528.06875,FALSE
"1141","20191024","scbdose",1,"a",1,"C","2","ECA232","cisplatin","cisplatin_1",75,"kmedia","median.EXT",260.93125,FALSE
"1142","20191024","scbdose",1,"a",1,"C","3","ECA232","cisplatin","cisplatin_2",125,"kmedia","median.EXT",-24.56875,TRUE
"1143","20191024","scbdose",1,"a",1,"C","4","ECA232","cisplatin","cisplatin_3",250,"kmedia","median.EXT",-334.56875,FALSE
"1144","20191024","scbdose",1,"a",1,"C","5","ECA232","cisplatin","cisplatin_4",500,"kmedia","median.EXT",-526.06875,FALSE
"1145","20191024","scbdose",1,"a",1,"C","7","N2","cisplatin","cisplatin_0",0,"kmedia","median.EXT",614.93125,TRUE
"1146","20191024","scbdose",1,"a",1,"C","8","N2","cisplatin","cisplatin_1",75,"kmedia","median.EXT",230.93125,FALSE
"1147","20191024","scbdose",1,"a",1,"C","9","N2","cisplatin","cisplatin_2",125,"kmedia","median.EXT",-92.06875,TRUE
"1148","20191024","scbdose",1,"a",1,"D","1","ECA1114","cisplatin","cisplatin_0",0,"kmedia","median.EXT",641.93125,TRUE
"1149","20191024","scbdose",1,"a",1,"D","10","CB4856","cisplatin","cisplatin_3",250,"kmedia","median.EXT",-359.56875,FALSE
"1150","20191024","scbdose",1,"a",1,"D","11","CB4856","cisplatin","cisplatin_4",500,"kmedia","median.EXT",-514.06875,FALSE
"1151","20191024","scbdose",1,"a",1,"D","2","ECA1114","cisplatin","cisplatin_1",75,"kmedia","median.EXT",309.93125,FALSE
"1152","20191024","scbdose",1,"a",1,"D","3","ECA1114","cisplatin","cisplatin_2",125,"kmedia","median.EXT",-23.56875,TRUE
"1153","20191024","scbdose",1,"a",1,"D","4","ECA1114","cisplatin","cisplatin_3",250,"kmedia","median.EXT",-398.06875,FALSE
"1154","20191024","scbdose",1,"a",1,"D","5","ECA1114","cisplatin","cisplatin_4",500,"kmedia","median.EXT",-520.56875,FALSE
"1155","20191024","scbdose",1,"a",1,"D","7","CB4856","cisplatin","cisplatin_0",0,"kmedia","median.EXT",487.93125,TRUE
"1156","20191024","scbdose",1,"a",1,"D","8","CB4856","cisplatin","cisplatin_1",75,"kmedia","median.EXT",390.93125,FALSE
"1157","20191024","scbdose",1,"a",1,"D","9","CB4856","cisplatin","cisplatin_2",125,"kmedia","median.EXT",82.93125,TRUE
"1158","20191024","scbdose",1,"a",1,"E","1","ECA1114","cisplatin","cisplatin_0",0,"kmedia","median.EXT",637.43125,TRUE
"1159","20191024","scbdose",1,"a",1,"E","10","ECA232","cisplatin","cisplatin_3",250,"kmedia","median.EXT",-329.56875,FALSE
"1160","20191024","scbdose",1,"a",1,"E","11","ECA232","cisplatin","cisplatin_4",500,"kmedia","median.EXT",-518.06875,FALSE
"1161","20191024","scbdose",1,"a",1,"E","2","ECA1114","cisplatin","cisplatin_1",75,"kmedia","median.EXT",287.43125,FALSE
"1162","20191024","scbdose",1,"a",1,"E","3","ECA1114","cisplatin","cisplatin_2",125,"kmedia","median.EXT",-34.56875,TRUE
"1163","20191024","scbdose",1,"a",1,"E","4","ECA1114","cisplatin","cisplatin_3",250,"kmedia","median.EXT",-376.06875,FALSE
"1164","20191024","scbdose",1,"a",1,"E","5","ECA1114","cisplatin","cisplatin_4",500,"kmedia","median.EXT",-523.06875,FALSE
"1165","20191024","scbdose",1,"a",1,"E","7","ECA232","cisplatin","cisplatin_0",0,"kmedia","median.EXT",572.93125,TRUE
"1166","20191024","scbdose",1,"a",1,"E","8","ECA232","cisplatin","cisplatin_1",75,"kmedia","median.EXT",289.93125,FALSE
"1167","20191024","scbdose",1,"a",1,"E","9","ECA232","cisplatin","cisplatin_2",125,"kmedia","median.EXT",-40.06875,TRUE
"1168","20191024","scbdose",1,"a",1,"F","1","CB4856","cisplatin","cisplatin_0",0,"kmedia","median.EXT",536.93125,TRUE
"1169","20191024","scbdose",1,"a",1,"F","10","N2","cisplatin","cisplatin_3",250,"kmedia","median.EXT",-365.06875,FALSE
"1170","20191024","scbdose",1,"a",1,"F","11","N2","cisplatin","cisplatin_4",500,"kmedia","median.EXT",-527.06875,FALSE
"1171","20191024","scbdose",1,"a",1,"F","2","CB4856","cisplatin","cisplatin_1",75,"kmedia","median.EXT",459.43125,FALSE
"1172","20191024","scbdose",1,"a",1,"F","3","CB4856","cisplatin","cisplatin_2",125,"kmedia","median.EXT",105.93125,TRUE
"1173","20191024","scbdose",1,"a",1,"F","4","CB4856","cisplatin","cisplatin_3",250,"kmedia","median.EXT",-344.06875,FALSE
"1174","20191024","scbdose",1,"a",1,"F","5","CB4856","cisplatin","cisplatin_4",500,"kmedia","median.EXT",-521.56875,FALSE
"1175","20191024","scbdose",1,"a",1,"F","7","N2","cisplatin","cisplatin_0",0,"kmedia","median.EXT",565.93125,TRUE
"1176","20191024","scbdose",1,"a",1,"F","8","N2","cisplatin","cisplatin_1",75,"kmedia","median.EXT",241.93125,FALSE
"1177","20191024","scbdose",1,"a",1,"F","9","N2","cisplatin","cisplatin_2",125,"kmedia","median.EXT",-23.06875,TRUE
"1178","20191024","scbdose",1,"a",1,"G","1","CB4856","cisplatin","cisplatin_0",0,"kmedia","median.EXT",647.43125,TRUE
"1179","20191024","scbdose",1,"a",1,"G","10","ECA1114","cisplatin","cisplatin_3",250,"kmedia","median.EXT",-392.06875,FALSE
"1180","20191024","scbdose",1,"a",1,"G","11","ECA1114","cisplatin","cisplatin_4",500,"kmedia","median.EXT",-519.06875,FALSE
"1181","20191024","scbdose",1,"a",1,"G","2","CB4856","cisplatin","cisplatin_1",75,"kmedia","median.EXT",445.93125,FALSE
"1182","20191024","scbdose",1,"a",1,"G","3","CB4856","cisplatin","cisplatin_2",125,"kmedia","median.EXT",56.43125,TRUE
"1183","20191024","scbdose",1,"a",1,"G","4","CB4856","cisplatin","cisplatin_3",250,"kmedia","median.EXT",-328.06875,FALSE
"1184","20191024","scbdose",1,"a",1,"G","5","CB4856","cisplatin","cisplatin_4",500,"kmedia","median.EXT",-516.06875,FALSE
"1185","20191024","scbdose",1,"a",1,"G","7","ECA1114","cisplatin","cisplatin_0",0,"kmedia","median.EXT",621.43125,TRUE
"1186","20191024","scbdose",1,"a",1,"G","8","ECA1114","cisplatin","cisplatin_1",75,"kmedia","median.EXT",217.93125,FALSE
"1187","20191024","scbdose",1,"a",1,"G","9","ECA1114","cisplatin","cisplatin_2",125,"kmedia","median.EXT",-49.06875,TRUE
"1188","20191024","scbdose",1,"a",1,"H","1","N2","cisplatin","cisplatin_0",0,"kmedia","median.EXT",608.93125,TRUE
"1189","20191024","scbdose",1,"a",1,"H","10","ECA232","cisplatin","cisplatin_3",250,"kmedia","median.EXT",-351.56875,FALSE
"1190","20191024","scbdose",1,"a",1,"H","11","ECA232","cisplatin","cisplatin_4",500,"kmedia","median.EXT",-510.06875,FALSE
"1191","20191024","scbdose",1,"a",1,"H","2","N2","cisplatin","cisplatin_1",75,"kmedia","median.EXT",184.93125,FALSE
"1192","20191024","scbdose",1,"a",1,"H","3","N2","cisplatin","cisplatin_2",125,"kmedia","median.EXT",-19.06875,TRUE
"1193","20191024","scbdose",1,"a",1,"H","4","N2","cisplatin","cisplatin_3",250,"kmedia","median.EXT",-358.06875,FALSE
"1194","20191024","scbdose",1,"a",1,"H","5","N2","cisplatin","cisplatin_4",500,"kmedia","median.EXT",-532.06875,FALSE
"1195","20191024","scbdose",1,"a",1,"H","7","ECA232","cisplatin","cisplatin_0",0,"kmedia","median.EXT",597.93125,TRUE
"1196","20191024","scbdose",1,"a",1,"H","8","ECA232","cisplatin","cisplatin_1",75,"kmedia","median.EXT",267.93125,FALSE
"1197","20191024","scbdose",1,"a",1,"H","9","ECA232","cisplatin","cisplatin_2",125,"kmedia","median.EXT",-64.06875,TRUE
"1198","20191024","scbdose",1,"a",4,"A","1","N2","etoposide","etoposide_0",0,"DMSO","median.EXT",57.4107142857143,TRUE
"1199","20191024","scbdose",1,"a",4,"A","2","N2","etoposide","etoposide_1",62.5,"DMSO","median.EXT",10.4107142857128,TRUE
"1200","20191024","scbdose",1,"a",4,"A","3","N2","etoposide","etoposide_2",125,"DMSO","median.EXT",27.4107142857116,FALSE
"1201","20191024","scbdose",1,"a",4,"A","4","N2","etoposide","etoposide_3",250,"DMSO","median.EXT",-63.0892857142856,FALSE
"1202","20191024","scbdose",1,"a",4,"A","5","N2","etoposide","etoposide_4",500,"DMSO","median.EXT",-167.589285714286,FALSE
"1203","20191024","scbdose",1,"a",4,"A","7","CB4856","etoposide","etoposide_0",0,"DMSO","median.EXT",85.4107142857144,TRUE
"1204","20191024","scbdose",1,"a",4,"A","8","CB4856","etoposide","etoposide_1",62.5,"DMSO","median.EXT",86.9107142857144,TRUE
"1205","20191024","scbdose",1,"a",4,"B","1","ECA232","etoposide","etoposide_0",0,"DMSO","median.EXT",97.9107142857144,TRUE
"1206","20191024","scbdose",1,"a",4,"B","2","ECA232","etoposide","etoposide_1",62.5,"DMSO","median.EXT",94.4107142857144,TRUE
"1207","20191024","scbdose",1,"a",4,"B","3","ECA232","etoposide","etoposide_2",125,"DMSO","median.EXT",81.9107142857144,FALSE
"1208","20191024","scbdose",1,"a",4,"B","4","ECA232","etoposide","etoposide_3",250,"DMSO","median.EXT",37.4107142857144,FALSE
"1209","20191024","scbdose",1,"a",4,"B","7","ECA1114","etoposide","etoposide_0",0,"DMSO","median.EXT",82.4107142857144,TRUE
"1210","20191024","scbdose",1,"a",4,"B","8","ECA1114","etoposide","etoposide_1",62.5,"DMSO","median.EXT",22.4107142857144,TRUE
"1211","20191024","scbdose",1,"a",4,"B","9","ECA1114","etoposide","etoposide_2",125,"DMSO","median.EXT",28.4107142857144,FALSE
"1212","20191024","scbdose",1,"a",4,"C","1","ECA232","etoposide","etoposide_0",0,"DMSO","median.EXT",121.410714285714,TRUE
"1213","20191024","scbdose",1,"a",4,"C","2","ECA232","etoposide","etoposide_1",62.5,"DMSO","median.EXT",60.9107142857144,TRUE
"1214","20191024","scbdose",1,"a",4,"C","3","ECA232","etoposide","etoposide_2",125,"DMSO","median.EXT",60.4107142857144,FALSE
"1215","20191024","scbdose",1,"a",4,"C","5","ECA232","etoposide","etoposide_4",500,"DMSO","median.EXT",-73.5892857142856,FALSE
"1216","20191024","scbdose",1,"a",4,"C","7","N2","etoposide","etoposide_0",0,"DMSO","median.EXT",19.9107142857144,TRUE
"1217","20191024","scbdose",1,"a",4,"C","8","N2","etoposide","etoposide_1",62.5,"DMSO","median.EXT",42.9107142857144,TRUE
"1218","20191024","scbdose",1,"a",4,"C","9","N2","etoposide","etoposide_2",125,"DMSO","median.EXT",-21.5892857142856,FALSE
"1219","20191024","scbdose",1,"a",4,"D","1","ECA1114","etoposide","etoposide_0",0,"DMSO","median.EXT",52.4107142857144,TRUE
"1220","20191024","scbdose",1,"a",4,"D","2","ECA1114","etoposide","etoposide_1",62.5,"DMSO","median.EXT",4.41071428571437,TRUE
"1221","20191024","scbdose",1,"a",4,"D","3","ECA1114","etoposide","etoposide_2",125,"DMSO","median.EXT",-92.5892857142856,FALSE
"1222","20191024","scbdose",1,"a",4,"D","4","ECA1114","etoposide","etoposide_3",250,"DMSO","median.EXT",-194.589285714286,FALSE
"1223","20191024","scbdose",1,"a",4,"D","5","ECA1114","etoposide","etoposide_4",500,"DMSO","median.EXT",-639.589285714286,FALSE
"1224","20191024","scbdose",1,"a",4,"D","7","CB4856","etoposide","etoposide_0",0,"DMSO","median.EXT",112.410714285714,TRUE
"1225","20191024","scbdose",1,"a",4,"D","8","CB4856","etoposide","etoposide_1",62.5,"DMSO","median.EXT",58.9107142857144,TRUE
"1226","20191024","scbdose",1,"a",4,"D","9","CB4856","etoposide","etoposide_2",125,"DMSO","median.EXT",124.910714285714,FALSE
"1227","20191024","scbdose",1,"a",4,"E","1","ECA1114","etoposide","etoposide_0",0,"DMSO","median.EXT",21.4107142857144,TRUE
"1228","20191024","scbdose",1,"a",4,"E","2","ECA1114","etoposide","etoposide_1",62.5,"DMSO","median.EXT",12.9107142857144,TRUE
"1229","20191024","scbdose",1,"a",4,"E","3","ECA1114","etoposide","etoposide_2",125,"DMSO","median.EXT",-65.5892857142856,FALSE
"1230","20191024","scbdose",1,"a",4,"E","4","ECA1114","etoposide","etoposide_3",250,"DMSO","median.EXT",-274.589285714286,FALSE
"1231","20191024","scbdose",1,"a",4,"E","7","ECA232","etoposide","etoposide_0",0,"DMSO","median.EXT",127.410714285714,TRUE
"1232","20191024","scbdose",1,"a",4,"E","8","ECA232","etoposide","etoposide_1",62.5,"DMSO","median.EXT",116.410714285714,TRUE
"1233","20191024","scbdose",1,"a",4,"F","1","CB4856","etoposide","etoposide_0",0,"DMSO","median.EXT",49.9107142857144,TRUE
"1234","20191024","scbdose",1,"a",4,"F","2","CB4856","etoposide","etoposide_1",62.5,"DMSO","median.EXT",97.4107142857144,TRUE
"1235","20191024","scbdose",1,"a",4,"F","3","CB4856","etoposide","etoposide_2",125,"DMSO","median.EXT",-52.0892857142856,FALSE
"1236","20191024","scbdose",1,"a",4,"F","4","CB4856","etoposide","etoposide_3",250,"DMSO","median.EXT",-157.089285714286,FALSE
"1237","20191024","scbdose",1,"a",4,"F","7","N2","etoposide","etoposide_0",0,"DMSO","median.EXT",3.91071428571437,TRUE
"1238","20191024","scbdose",1,"a",4,"F","8","N2","etoposide","etoposide_1",62.5,"DMSO","median.EXT",-4.08928571428563,TRUE
"1239","20191024","scbdose",1,"a",4,"F","9","N2","etoposide","etoposide_2",125,"DMSO","median.EXT",-30.5892857142856,FALSE
"1240","20191024","scbdose",1,"a",4,"G","1","CB4856","etoposide","etoposide_0",0,"DMSO","median.EXT",118.410714285714,TRUE
"1241","20191024","scbdose",1,"a",4,"G","2","CB4856","etoposide","etoposide_1",62.5,"DMSO","median.EXT",149.410714285714,TRUE
"1242","20191024","scbdose",1,"a",4,"G","3","CB4856","etoposide","etoposide_2",125,"DMSO","median.EXT",38.4107142857144,FALSE
"1243","20191024","scbdose",1,"a",4,"G","5","CB4856","etoposide","etoposide_4",500,"DMSO","median.EXT",-538.089285714286,FALSE
"1244","20191024","scbdose",1,"a",4,"G","7","ECA1114","etoposide","etoposide_0",0,"DMSO","median.EXT",90.4107142857144,TRUE
"1245","20191024","scbdose",1,"a",4,"G","8","ECA1114","etoposide","etoposide_1",62.5,"DMSO","median.EXT",-22.5892857142856,TRUE
"1246","20191024","scbdose",1,"a",4,"G","9","ECA1114","etoposide","etoposide_2",125,"DMSO","median.EXT",-26.0892857142856,FALSE
"1247","20191024","scbdose",1,"a",4,"H","1","N2","etoposide","etoposide_0",0,"DMSO","median.EXT",106.410714285714,TRUE
"1248","20191024","scbdose",1,"a",4,"H","2","N2","etoposide","etoposide_1",62.5,"DMSO","median.EXT",38.4107142857144,TRUE
"1249","20191024","scbdose",1,"a",4,"H","3","N2","etoposide","etoposide_2",125,"DMSO","median.EXT",12.4107142857144,FALSE
"1250","20191024","scbdose",1,"a",4,"H","4","N2","etoposide","etoposide_3",250,"DMSO","median.EXT",-20.5892857142856,FALSE
"1251","20191024","scbdose",1,"a",4,"H","5","N2","etoposide","etoposide_4",500,"DMSO","median.EXT",-161.089285714286,FALSE
"1252","20191024","scbdose",1,"a",4,"H","7","ECA232","etoposide","etoposide_0",0,"DMSO","median.EXT",121.410714285714,TRUE
"1253","20191024","scbdose",1,"a",4,"H","8","ECA232","etoposide","etoposide_1",62.5,"DMSO","median.EXT",129.410714285714,TRUE
"1254","20191024","scbdose",1,"a",7,"A","1","N2","silver","silver_0",0,"water","median.EXT",477.068749999998,TRUE
"1255","20191024","scbdose",1,"a",7,"A","10","CB4856","silver","silver_3",100,"water","median.EXT",-81.4312499999991,TRUE
"1256","20191024","scbdose",1,"a",7,"A","11","CB4856","silver","silver_4",150,"water","median.EXT",-354.431250000001,FALSE
"1257","20191024","scbdose",1,"a",7,"A","2","N2","silver","silver_1",25,"water","median.EXT",-61.43125,FALSE
"1258","20191024","scbdose",1,"a",7,"A","3","N2","silver","silver_2",50,"water","median.EXT",-72.93125,FALSE
"1259","20191024","scbdose",1,"a",7,"A","4","N2","silver","silver_3",100,"water","median.EXT",-64.43125,TRUE
"1260","20191024","scbdose",1,"a",7,"A","5","N2","silver","silver_4",150,"water","median.EXT",-381.43125,FALSE
"1261","20191024","scbdose",1,"a",7,"A","7","CB4856","silver","silver_0",0,"water","median.EXT",504.06875,TRUE
"1262","20191024","scbdose",1,"a",7,"A","8","CB4856","silver","silver_1",25,"water","median.EXT",-15.43125,FALSE
"1263","20191024","scbdose",1,"a",7,"A","9","CB4856","silver","silver_2",50,"water","median.EXT",-73.93125,FALSE
"1264","20191024","scbdose",1,"a",7,"B","1","ECA232","silver","silver_0",0,"water","median.EXT",547.06875,TRUE
"1265","20191024","scbdose",1,"a",7,"B","10","ECA1114","silver","silver_3",100,"water","median.EXT",-100.93125,TRUE
"1266","20191024","scbdose",1,"a",7,"B","11","ECA1114","silver","silver_4",150,"water","median.EXT",-356.43125,FALSE
"1267","20191024","scbdose",1,"a",7,"B","2","ECA232","silver","silver_1",25,"water","median.EXT",-28.43125,FALSE
"1268","20191024","scbdose",1,"a",7,"B","3","ECA232","silver","silver_2",50,"water","median.EXT",-51.93125,FALSE
"1269","20191024","scbdose",1,"a",7,"B","4","ECA232","silver","silver_3",100,"water","median.EXT",-119.93125,TRUE
"1270","20191024","scbdose",1,"a",7,"B","5","ECA232","silver","silver_4",150,"water","median.EXT",-365.93125,FALSE
"1271","20191024","scbdose",1,"a",7,"B","7","ECA1114","silver","silver_0",0,"water","median.EXT",559.06875,TRUE
"1272","20191024","scbdose",1,"a",7,"B","8","ECA1114","silver","silver_1",25,"water","median.EXT",-62.93125,FALSE
"1273","20191024","scbdose",1,"a",7,"B","9","ECA1114","silver","silver_2",50,"water","median.EXT",-105.93125,FALSE
"1274","20191024","scbdose",1,"a",7,"C","1","ECA232","silver","silver_0",0,"water","median.EXT",631.06875,TRUE
"1275","20191024","scbdose",1,"a",7,"C","10","N2","silver","silver_3",100,"water","median.EXT",-105.43125,TRUE
"1276","20191024","scbdose",1,"a",7,"C","11","N2","silver","silver_4",150,"water","median.EXT",-324.93125,FALSE
"1277","20191024","scbdose",1,"a",7,"C","2","ECA232","silver","silver_1",25,"water","median.EXT",-42.43125,FALSE
"1278","20191024","scbdose",1,"a",7,"C","3","ECA232","silver","silver_2",50,"water","median.EXT",-63.93125,FALSE
"1279","20191024","scbdose",1,"a",7,"C","4","ECA232","silver","silver_3",100,"water","median.EXT",-48.93125,TRUE
"1280","20191024","scbdose",1,"a",7,"C","5","ECA232","silver","silver_4",150,"water","median.EXT",-352.93125,FALSE
"1281","20191024","scbdose",1,"a",7,"C","7","N2","silver","silver_0",0,"water","median.EXT",543.06875,TRUE
"1282","20191024","scbdose",1,"a",7,"C","8","N2","silver","silver_1",25,"water","median.EXT",-68.43125,FALSE
"1283","20191024","scbdose",1,"a",7,"C","9","N2","silver","silver_2",50,"water","median.EXT",-95.93125,FALSE
"1284","20191024","scbdose",1,"a",7,"D","1","ECA1114","silver","silver_0",0,"water","median.EXT",590.06875,TRUE
"1285","20191024","scbdose",1,"a",7,"D","10","CB4856","silver","silver_3",100,"water","median.EXT",-41.43125,TRUE
"1286","20191024","scbdose",1,"a",7,"D","11","CB4856","silver","silver_4",150,"water","median.EXT",-365.43125,FALSE
"1287","20191024","scbdose",1,"a",7,"D","2","ECA1114","silver","silver_1",25,"water","median.EXT",-49.93125,FALSE
"1288","20191024","scbdose",1,"a",7,"D","3","ECA1114","silver","silver_2",50,"water","median.EXT",-63.93125,FALSE
"1289","20191024","scbdose",1,"a",7,"D","4","ECA1114","silver","silver_3",100,"water","median.EXT",-89.93125,TRUE
"1290","20191024","scbdose",1,"a",7,"D","5","ECA1114","silver","silver_4",150,"water","median.EXT",-379.43125,FALSE
"1291","20191024","scbdose",1,"a",7,"D","7","CB4856","silver","silver_0",0,"water","median.EXT",552.06875,TRUE
"1292","20191024","scbdose",1,"a",7,"D","8","CB4856","silver","silver_1",25,"water","median.EXT",-18.43125,FALSE
"1293","20191024","scbdose",1,"a",7,"D","9","CB4856","silver","silver_2",50,"water","median.EXT",-54.93125,FALSE
"1294","20191024","scbdose",1,"a",7,"E","1","ECA1114","silver","silver_0",0,"water","median.EXT",546.06875,TRUE
"1295","20191024","scbdose",1,"a",7,"E","10","ECA232","silver","silver_3",100,"water","median.EXT",-51.93125,TRUE
"1296","20191024","scbdose",1,"a",7,"E","11","ECA232","silver","silver_4",150,"water","median.EXT",-353.93125,FALSE
"1297","20191024","scbdose",1,"a",7,"E","2","ECA1114","silver","silver_1",25,"water","median.EXT",-59.93125,FALSE
"1298","20191024","scbdose",1,"a",7,"E","3","ECA1114","silver","silver_2",50,"water","median.EXT",-109.93125,FALSE
"1299","20191024","scbdose",1,"a",7,"E","4","ECA1114","silver","silver_3",100,"water","median.EXT",-115.43125,TRUE
"1300","20191024","scbdose",1,"a",7,"E","5","ECA1114","silver","silver_4",150,"water","median.EXT",-370.43125,FALSE
"1301","20191024","scbdose",1,"a",7,"E","7","ECA232","silver","silver_0",0,"water","median.EXT",633.06875,TRUE
"1302","20191024","scbdose",1,"a",7,"E","8","ECA232","silver","silver_1",25,"water","median.EXT",-43.93125,FALSE
"1303","20191024","scbdose",1,"a",7,"E","9","ECA232","silver","silver_2",50,"water","median.EXT",-65.93125,FALSE
"1304","20191024","scbdose",1,"a",7,"F","1","CB4856","silver","silver_0",0,"water","median.EXT",546.06875,TRUE
"1305","20191024","scbdose",1,"a",7,"F","10","N2","silver","silver_3",100,"water","median.EXT",-93.93125,TRUE
"1306","20191024","scbdose",1,"a",7,"F","11","N2","silver","silver_4",150,"water","median.EXT",-323.93125,FALSE
"1307","20191024","scbdose",1,"a",7,"F","2","CB4856","silver","silver_1",25,"water","median.EXT",-39.93125,FALSE
"1308","20191024","scbdose",1,"a",7,"F","3","CB4856","silver","silver_2",50,"water","median.EXT",-72.43125,FALSE
"1309","20191024","scbdose",1,"a",7,"F","4","CB4856","silver","silver_3",100,"water","median.EXT",-71.93125,TRUE
"1310","20191024","scbdose",1,"a",7,"F","5","CB4856","silver","silver_4",150,"water","median.EXT",-367.43125,FALSE
"1311","20191024","scbdose",1,"a",7,"F","7","N2","silver","silver_0",0,"water","median.EXT",558.06875,TRUE
"1312","20191024","scbdose",1,"a",7,"F","8","N2","silver","silver_1",25,"water","median.EXT",-65.43125,FALSE
"1313","20191024","scbdose",1,"a",7,"F","9","N2","silver","silver_2",50,"water","median.EXT",-99.93125,FALSE
"1314","20191024","scbdose",1,"a",7,"G","1","CB4856","silver","silver_0",0,"water","median.EXT",520.56875,TRUE
"1315","20191024","scbdose",1,"a",7,"G","10","ECA1114","silver","silver_3",100,"water","median.EXT",-105.43125,TRUE
"1316","20191024","scbdose",1,"a",7,"G","11","ECA1114","silver","silver_4",150,"water","median.EXT",-337.93125,FALSE
"1317","20191024","scbdose",1,"a",7,"G","2","CB4856","silver","silver_1",25,"water","median.EXT",-34.43125,FALSE
"1318","20191024","scbdose",1,"a",7,"G","3","CB4856","silver","silver_2",50,"water","median.EXT",-70.93125,FALSE
"1319","20191024","scbdose",1,"a",7,"G","4","CB4856","silver","silver_3",100,"water","median.EXT",-53.43125,TRUE
"1320","20191024","scbdose",1,"a",7,"G","5","CB4856","silver","silver_4",150,"water","median.EXT",-350.93125,FALSE
"1321","20191024","scbdose",1,"a",7,"G","7","ECA1114","silver","silver_0",0,"water","median.EXT",576.56875,TRUE
"1322","20191024","scbdose",1,"a",7,"G","8","ECA1114","silver","silver_1",25,"water","median.EXT",-32.93125,FALSE
"1323","20191024","scbdose",1,"a",7,"G","9","ECA1114","silver","silver_2",50,"water","median.EXT",-93.93125,FALSE
"1324","20191024","scbdose",1,"a",7,"H","1","N2","silver","silver_0",0,"water","median.EXT",565.06875,TRUE
"1325","20191024","scbdose",1,"a",7,"H","10","ECA232","silver","silver_3",100,"water","median.EXT",-40.43125,TRUE
"1326","20191024","scbdose",1,"a",7,"H","11","ECA232","silver","silver_4",150,"water","median.EXT",-338.43125,FALSE
"1327","20191024","scbdose",1,"a",7,"H","2","N2","silver","silver_1",25,"water","median.EXT",-39.93125,FALSE
"1328","20191024","scbdose",1,"a",7,"H","3","N2","silver","silver_2",50,"water","median.EXT",-74.43125,FALSE
"1329","20191024","scbdose",1,"a",7,"H","4","N2","silver","silver_3",100,"water","median.EXT",-71.93125,TRUE
"1330","20191024","scbdose",1,"a",7,"H","5","N2","silver","silver_4",150,"water","median.EXT",-338.93125,FALSE
"1331","20191024","scbdose",1,"a",7,"H","7","ECA232","silver","silver_0",0,"water","median.EXT",542.06875,TRUE
"1332","20191024","scbdose",1,"a",7,"H","8","ECA232","silver","silver_1",25,"water","median.EXT",-32.43125,FALSE
"1333","20191024","scbdose",1,"a",7,"H","9","ECA232","silver","silver_2",50,"water","median.EXT",-103.93125,FALSE
"1334","20191024","scbdose",1,"a",13,"A","1","N2","bortezomib","bortezomib_0",0,"DMSO","median.EXT",235.325000000002,TRUE
"1335","20191024","scbdose",1,"a",13,"A","10","CB4856","bortezomib","bortezomib_3",2,"DMSO","median.EXT",-57.1749999999968,TRUE
"1336","20191024","scbdose",1,"a",13,"A","11","CB4856","bortezomib","bortezomib_4",4,"DMSO","median.EXT",-321.674999999998,FALSE
"1337","20191024","scbdose",1,"a",13,"A","2","N2","bortezomib","bortezomib_1",0.5,"DMSO","median.EXT",32.3249999999999,FALSE
"1338","20191024","scbdose",1,"a",13,"A","3","N2","bortezomib","bortezomib_2",1,"DMSO","median.EXT",-22.6750000000001,FALSE
"1339","20191024","scbdose",1,"a",13,"A","4","N2","bortezomib","bortezomib_3",2,"DMSO","median.EXT",-178.175,TRUE
"1340","20191024","scbdose",1,"a",13,"A","5","N2","bortezomib","bortezomib_4",4,"DMSO","median.EXT",-249.175,FALSE
"1341","20191024","scbdose",1,"a",13,"A","7","CB4856","bortezomib","bortezomib_0",0,"DMSO","median.EXT",231.825,TRUE
"1342","20191024","scbdose",1,"a",13,"A","8","CB4856","bortezomib","bortezomib_1",0.5,"DMSO","median.EXT",169.325,FALSE
